"SourceTextTitle","SourceTextCode","PageNumber","PageEventEnds","Location","LocationCode","CharactersPresent","NarrativeStatus","Date","Era","Body","characters_introduced","eventname","fade","importance","lab","mark","n","Remembered","s","style","x","y","First 8-10 words of event","Nid","OrderWithinPage","Chronological Order","Summary","Keywords","CharactersMentioned","Indeterminate Date Range","kw_actions","kw_aesthetics","kw_cultural_issues","kw_environment","kw_relationships","kw_themes_and_motifs"
"The Sound and the Fury","SF","245","251","Jefferson Hardware Store","209","3917, 4217, 4218","Narrated","1928-04-06","The Twenties (1920-1929)","<p>Jason returns to the store. Earl laments about prohibition taking the little extra money away from the country men so that there is no money left to spend at the shops in town. Earl tells Jason business was slow after all so it was not a problem that Jason was not in the store. Jason picks a fight with Earl to make a point that Earl cannot comment on Jason's home life. Earl tells Jason, ""You'd be a good business man if you'd let yourself."" Jason goes to the back and finds that Job had set up the cultivators. Jason finds solitude in the back, and he thinks about how much money the shows are making. He thinks about Lorraine and wants to see a ""church-going woman half as square."" When the band stops playing, he can hear the rowdiness of the people. He figures Parson Walthall was ""getting a belly full of them."" Jason complains to Earl about how late it was. He says it is no good waiting on the slight chance of someone buying anything because the people will want to hitch up and head home in order to get back before midnight. Jason and Earl talk when Uncle Job comes back from the show with the wagon and loads some packages. Job denies going to the show, and Jason accuses him of lying. Jason watches Job leave in a wagon. He thinks blacks should be ""in the field.""</p>","","","","","","","","","","","","","I went back to the store. I could hear the band from down the street.","5167","245.01","17.51","<p>The end of the day at the hardware store.  Jason talks with Earl and Job and thinks over his life, wondering ""why I dont quit"" (246).</p>","Prohibition 
Animal_Pigeons
Entertainment_Circus
Music
Twilight
Time","4072, 4223, 4035, 6596, 5774, 4235, 4236","0","Movement > Wagon","Allusion, Biblical > Gospel of Matthew | Diction > African American vernacular dialect | Diction > Racist term","Entertainment > Traveling show | History > Prohibition","Auditory > Birdsong | Auditory > Music | Public > Church | Public > Church steeple | Public > Store | Time of Day > Twilight | Time of Year > Christmas","Hierarchical > Employer-employee","Animals > Pigeons | Animals > Sparrow | Animals > Swallows"
"The Sound and the Fury","SF","243","245","Jefferson Telegraph Office","050","3917, 4220","Narrated","1928-04-06","The Twenties (1920-1929)","<p>Jason drives to the drugstore in town to get a shot.  After he leaves the drugstore, he goes to the telegraph office. He chastises the telegraph operating about not keeping him abreast of the cotton market. The telegraph operator produces a telegram that says ""sell."" Jason buys stock instead, knowing the Market is ""just on point of blowing its head off.""</p>","","","","","","","","","","","","","then I went to the telegraph office.  It had","5166","243.02","17.50","<p>At the telegraph office Jason learns the closing price of cotton.  He chastises the telegraph operator for not keeping him informed but is told that they could not find him.  Ignoring the advice of his financial counselors in New York, he sends an order to buy cotton futures.</p>","Cotton Market
Speculation
Telegraph","4661","0","Communication > Telegraph | Economic > Investing | Moral > Stealing","Allusion, Geographical > Memphis, Tennessee","Agriculture > Cotton | Economy > Economic speculation","Public > Telegraph office","",""
"The Sound and the Fury","SF","239","243","Ab Russell's Farm","451","3917, 4035, 4234, 5775","Narrated","1928-04-06","The Twenties (1920-1929)","<p>Jason drives to where a wagon road turns off; Ab Russell was near, but Jason did not ask if Ab had seen the couple. Jason saw the car after he lost sight of Ab's barn. Jason parks and gets out of his car. He crosses a plowed field to find Miss Quentin and the man in the red tie. He imagines Earl telephoning the house trying to find out where he is. He tries to sneak up on the couple, but he hears a dog. The dog comes out to him. When the dog leaves, Jason cannot match his location to where he saw the car. He turns back to find the car again.</p>","","","","","","","","","","","","","So I went on, and when I came to where","5164","239.01","17.48","<p>While his headache gets worse and his thoughts circle around his family predicament, Jason follows the Ford to Ab Russell's farm and tries to track down Miss Quentin and the man in the red tie.  He fails to find them, and when he returns to his car he finds they have let the air out of one of his tires.  He borrows a pump from Ab to refill it.</p>","Farming
Pursuit
Family_Honor
Self-pity
Car
Replacement
Animal_Dog","4050, 4072, 4217, 4076","0","Agricultural > Farming | Emotional > Self-pity | Movement > Sneaking | Physical > Evasion | Physical > Pursuit","Diction > Racist term","Clothes > Tie | Health and Illness > Headache | Sexuality > Promiscuity | Technology > Car | Technology > Car tire","Place > Field | Time of Day > Sunset","","Animals > Dogs | Values > Family honor"
"The Sound and the Fury","SF","238","239","The Forks","449","3917, 4233","Narrated","1928-04-06","The Twenties (1920-1929)","<p>red<br />
blood<br />
forks<br />
slaves<br />
farm<br />
country</p>","","","","","","","","","","","","","until I came to the first forks and had to","5163","238.02","17.47","<p>Jason stops where the road goes in two directions, and asks a man walking to town which way the Ford went.  While waiting for the man to reach him, Jason thinks about his family's great past and its current predicament.</p>","Family_Honor
Sexuality
Farming
Headache
Slavery
Race","4035, 21743, 4230, 5775, 21745","0","Agricultural > Farming","Allusion, Historical > Ford, Henry | Diction > Racist term | Narrative > Stream of consciousness narration","Health and Illness > Headache | Health and Illness > Medicine aspirin | Health and Illness > Patent medicine | Progress > Roads | Sexuality > Promiscuity | Slavery > Ownership | Technology > Car","Place > Road","Familial > Mother-son","Memory > Remembering | Values > Family honor"
"The Sound and the Fury","SF","232","233","Jefferson Alleys","069","3917, 4035, 5775, 4232","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","I jumped down and followed. Me, without any hat,","5130","232.01","17.43","<p>Jason rushes after his niece and the man with the red tie, frantically rushing through the alleys and streets of Jefferson as his thoughts chaotically rehearse the history of his family and his relationship with Lorraine.  He does not catch up to Quentin, but he himself is overtaken by a telegram delivery boy with the report that his cotton trading account is bankrupt.</p>","Family
Pursuing
Madness
Drinking
Suicide
Promiscuity
Propriety
Family
Speculation
Loss
Farming
Anti-Semitism","4050, 3945, 4080, 4072, 4004, 4078, 4661","0","Economic > Selling land | Emotional > Resentment | Movement > Chasing | Movement > Following | Movement > Sneaking | Physical > Pursuit","Allusion, Geographical > New York | Allusion, Geographical > Nicaragua | Allusion, Geographical > Washington, D.C.","Agriculture > Cotton | Alcohol > Death from drinking | Cultural Identity > Country vs city | Economy > Economic speculation | Ethnicity > Jewish | Progress > Telegraph | Sexuality > Promiscuity","","Sexual > Prostitute-Client","Absence/Loss > Money|Wealth | Memory > Remembering | Objects > Gasoline | Psychological > Madness | Recurring Tropes > Chasing a person | Values > Family honor"
"The Sound and the Fury","SF","231","232","Jefferson Hardware Store","209","3917, 4035, 5775","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","Well, just about that time I happened to look up","5129","231.01","17.42","<p>Jason spots Miss Quentin and a man with a red tie walking past the store.</p>","Cosmetics
Entertainment_Show
Propriety","","0","Movement > Sneaking","Allusion, Geographical > Memphis, Tennessee","Clothes > Immodest female clothing | Clothes > Tie | Education > Truancy | Entertainment > Traveling show | Sexuality > Prostitution","Atmospheric > Sunlight","","Appearance > Cosmetics | Values > Propriety"
"The Sound and the Fury","SF","230","231","Jefferson Hardware Store","209","3917, 4218, 4225","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","So after a while I heard the band start up","5126","230.01","17.41","<p>Jason and Uncle Job talk about the show that is in town.</p>","Yankees
Music
Entertainment_Circus
Race","5127, 5773, 4235","0","Work > Store clerk","Diction > African American vernacular dialect | Diction > Racist term","Cultural Identity > North vs South | Entertainment > Traveling show","","","Animals > Insect boll weevil | Money"
"The Sound and the Fury","SF","226","229","Jefferson Hardware Store","209","3917, 4217, 4225","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","I went back to the store. Thirteen points. Dam if I believe","5123","226.02","17.40","<p>Jason goes back to work at the store, where he and Earl have a hostile conversation about Jason's financial misbehavior and Mrs. Compson's claim on Earl's ""sympathy"" (227).</p>","Money
Deception
Car","4072, 5771, 4661","0","Economic > Purchase | Emotional > Resentment | Moral > Deception | Moral > Lying | Moral > Stealing | Work > Store clerk","","Crime > Embezzlement | Economy > Economic speculation | Technology > Car","Public > Store","Commercial > Employer-employee","Absence/Loss > Money|Wealth | Money > Stingy with money"
"The Sound and the Fury","SF","226","226","Jefferson Telegraph Office","050","3917, 4220","Narrated","1928-04-06","The Twenties (1920-1929)","<p>On the way back from lunch, Jason stops at the telegraph office and discovers cotton is one point above the opening. He lost thirteen points. He is angry that he has not received word about the market conditions. He goes back to the hardware store.</p>","","","","","","","","","","","","","stopped at the telegraph office. It was one point","5121","226.01","17.38","<p>Jason goes to the telegraph office.</p>","telegraph office, weekly stock reports, the cotton market, Western Union","","0","Economic > Stock trading","","Agriculture > Cotton | Economy > Economic speculation","","",""
"The Sound and the Fury","SF","221","226","Compson Inset: House","349","3917, 4072, 4076","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","We ate a while. I could hear Ben","5119","221.01","17.37","<p>While eating the midday meal, Jason and his mother talk about Miss Quentin.  Jason opens the letter from Maury and gives it to her to read; it is a grandiloquent request for money.</p>","Business
Money
Jackson_Asylum
Family_Honor
Siblings","4074, 4050, 4217, 4051, 4035","0","Bodily > Eating | Communication > Letter | Economic > Asking for money | Economic > Scheming | Moral > Deception","Allusion, Geographical > Jackson as synonym for state insane hospital | Language > Grandiloquence","Economy > Self-sufficiency","","Commercial > Business partners | Familial > Brother-sister | Familial > Mother-son","Objects > Letter | Values > Family honor"
"The Sound and the Fury","SF","218","218","Compson Inset: Kitchen","382","3917, 4076","Narrated","1928-04-06","The Twenties (1920-1929)","","","","","","","","","","","","","","I went straight to the kitchen and told Dilsey","5118","218.02","17.35","<p>At home Jason tells Dilsey ""to hurry up with dinner"" (218).</p>","Servant_Problem
Kitchen","4051, 4035","0","Bodily > Eating | Movement > Hurrying","","","Domestic Space > Kitchen | Time of Day > Lunch","Interracial > Master-servant",""
"""Barn Burning""","BB","7","7","Ab Snopes' Campsite","065","1743, 2765","Narrated","1862-01-01 to 1865-04-09","Civil War (1861-1865)","","","","","","","","","","","","","","that niggard blaze was the living fruit of nights","5115","7.03","1.00","<p>The narrative describes Ab's lawless behavior during the Civil War.</p>","War_Civil
Crime_Horse-Stealing","","0","Bodily > Hiding","","Crime > Theft|Robbery | War > Mercenary","","","Animals > Horses | Objects > Fire"
"""Barn Burning""","BB","16","17","De Spain Sharecropper Field","488","1736, 1693, 1745, 1694","Narrated+Consciousness","1895-04-15 to 1895-05-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","During the rest of that week he worked steadily,","5114","16.01","17.50","<p>Along with other members of the family (except Ab, who is absent ""somewhere,"" 17), Sarty works hard on the tenant farm.</p>","Farm_Work
Plowing
Italics","1743","0","Agricultural > Plowing | Emotional > Fear | Emotional > Grief | Emotional > Hope | Work > Chopping wood","Typography/Orthography > Italics","Labor > Farming","","Familial > Sibling",""
"The Sound and the Fury","SF","217","218","Jefferson Telegraph Office","050","3917, 4229, 4220, 4221","Narrated","1928-04-06","The Twenties (1920-1929)","<p>Jason enters the telegraph office to check on the stock market. Cotton is down twelve points. Jason gets angry because no one informed him. He leaves and pays a black man to bring the car around to him.</p>","","","","","","","","","","","","","I went to the telegraph office.  The smart","5108","217.01","17.33","<p>Jason checks on the price of cotton at the telegraph office.  He complains that he wasn't informed it was down.</p>","Speculation
Loss","4661","0","Communication > Telegraph | Economic > Investing | Economic > Stock trading","","Economy > Economic speculation","","","Absence/Loss > Money|Wealth"
